binarize_by_threshold,20231010T19:30:59,7.292312
binarize_by_threshold,20231010T19:31:13,7.298012
binarize_by_threshold,20231010T19:31:23,3.298242
mirror_vertically,20231010T19:31:33,3.748187
mirror_vertically,20231010T19:31:42,2.416654
